account_id,as_of_date,segment,risk,churned
A000395,2025-09-30,smb,0.0903166463060474,0
A000067,2025-09-30,smb,0.0862044988048652,0
A000291,2025-09-30,smb,0.0855453685232012,0
A000464,2025-09-30,enterprise,0.0845284344878809,0
A000311,2025-09-30,smb,0.0809541463094038,0
A000115,2025-09-30,smb,0.0768651112971236,0
A001118,2025-09-30,smb,0.075699315588191,0
A000474,2025-09-30,smb,0.0756478993951507,0
A000778,2025-09-30,smb,0.0756091406004384,0
A000019,2025-09-30,smb,0.0745489698578094,0
A000762,2025-09-30,smb,0.073762436058539,0
A000087,2025-09-30,smb,0.0725432181746433,0
A000042,2025-09-30,smb,0.0703262060158856,0
A000002,2025-09-30,smb,0.0702817048625253,0
A001152,2025-09-30,smb,0.0695424184059074,0
A000914,2025-09-30,smb,0.0694793776703085,0
A000888,2025-09-30,smb,0.0693562623298738,0
A000903,2025-09-30,smb,0.0685361576157897,0
A000283,2025-09-30,smb,0.0677347172164685,0
A000497,2025-09-30,smb,0.0668694620685385,0
A000685,2025-09-30,smb,0.0668673359796133,0
A000091,2025-09-30,smb,0.0660346357839558,1
A000132,2025-09-30,smb,0.0657701302751025,0
A000626,2025-09-30,smb,0.0656847996144678,0
A000165,2025-09-30,smb,0.0656123028143595,0
A001028,2025-09-30,smb,0.0656040904294471,0
A000939,2025-09-30,smb,0.065592461796712,0
A000806,2025-09-30,mid-market,0.0653629578084773,0
A000633,2025-09-30,smb,0.064491656479227,0
A000952,2025-09-30,smb,0.0643859877772918,0
A000328,2025-09-30,smb,0.0643670785297312,0
A000978,2025-09-30,smb,0.0642483850062309,0
A000942,2025-09-30,smb,0.0640864601314677,1
A000230,2025-09-30,mid-market,0.0639174774280263,0
A000419,2025-09-30,smb,0.0638359222644768,0
A001192,2025-09-30,enterprise,0.0620516450454897,0
A000366,2025-09-30,smb,0.061713848715539,0
A000975,2025-09-30,smb,0.0613922575623948,0
A000049,2025-09-30,smb,0.0612830554788572,0
A000822,2025-09-30,smb,0.0611713032254546,0
A001078,2025-09-30,smb,0.0599754958624116,0
A000234,2025-09-30,smb,0.0599609121148305,0
A000196,2025-09-30,smb,0.0597719700161476,0
A001081,2025-09-30,mid-market,0.0591778401563924,0
A000760,2025-09-30,smb,0.0591465640247782,0
A000886,2025-09-30,smb,0.0591362560983956,0
A000894,2025-09-30,smb,0.0591350649566772,0
A000559,2025-09-30,smb,0.0585515194014952,0
A000023,2025-09-30,smb,0.0583208762878734,0
A000987,2025-09-30,enterprise,0.0582699259975199,0
A000704,2025-09-30,smb,0.0582475517054793,0
A000466,2025-09-30,smb,0.0572583975486682,0
A000821,2025-09-30,smb,0.0569750011958963,0
A001027,2025-09-30,smb,0.0565978215187802,0
A000516,2025-09-30,smb,0.0563994768739999,0
A000225,2025-09-30,smb,0.0562953101202732,0
A000473,2025-09-30,smb,0.0562157644689607,0
A000720,2025-09-30,smb,0.0561807120334117,0
A000906,2025-09-30,smb,0.0560326042890727,0
A000879,2025-09-30,smb,0.0559075029229093,0
A001185,2025-09-30,smb,0.0554664170787357,0
A000034,2025-09-30,smb,0.0549623859229543,0
A000584,2025-09-30,smb,0.0548243032919133,0
A001076,2025-09-30,smb,0.0544273517627238,0
A000776,2025-09-30,smb,0.0537609891909703,0
A000451,2025-09-30,mid-market,0.0536626490618711,0
A000339,2025-09-30,smb,0.0535244068886669,0
A000007,2025-09-30,smb,0.0534177645928946,0
A000070,2025-09-30,smb,0.0533897078329901,0
A000621,2025-09-30,smb,0.0533715755815047,0
A000755,2025-09-30,smb,0.0531617756280836,0
A000741,2025-09-30,smb,0.0530062006514771,0
A001138,2025-09-30,smb,0.0529830706402428,0
A000507,2025-09-30,enterprise,0.0528504390675571,0
A001061,2025-09-30,smb,0.0527163102839658,0
A000071,2025-09-30,smb,0.0527051104520114,1
A000020,2025-09-30,smb,0.0526143413999686,1
A000839,2025-09-30,smb,0.0525216384860533,0
A000947,2025-09-30,smb,0.0524821325675785,0
A000513,2025-09-30,smb,0.0518315744148387,0
A001164,2025-09-30,enterprise,0.051794444954698,0
A000592,2025-09-30,mid-market,0.0517823750112768,0
A000663,2025-09-30,smb,0.0516235412819138,0
A000548,2025-09-30,smb,0.0512018470626332,0
A000094,2025-09-30,smb,0.0511966666777682,0
A000993,2025-09-30,smb,0.0509466743684487,0
A000492,2025-09-30,smb,0.0508829194432682,0
A001166,2025-09-30,smb,0.0507960163736406,0
A000837,2025-09-30,smb,0.0505000232246926,0
A001127,2025-09-30,smb,0.0504706404453056,0
A000387,2025-09-30,smb,0.0501258331552278,0
A001143,2025-09-30,smb,0.0498960191445878,0
A001145,2025-09-30,smb,0.0498607037478839,0
A000430,2025-09-30,mid-market,0.0498104927674804,0
A000956,2025-09-30,enterprise,0.0497753290858464,0
A000642,2025-09-30,smb,0.0496588878473078,0
A000692,2025-09-30,smb,0.0493588385811766,0
A000639,2025-09-30,mid-market,0.0491056785898632,0
A000299,2025-09-30,smb,0.0490119651070456,0
A000048,2025-09-30,smb,0.0490058067183313,0
A000338,2025-09-30,smb,0.0489272298705233,0
A000610,2025-09-30,smb,0.0486561980349279,0
A000242,2025-09-30,smb,0.0486099746959763,0
A000536,2025-09-30,mid-market,0.0485857136508875,0
A000611,2025-09-30,smb,0.0484570446225535,0
A000168,2025-09-30,mid-market,0.0484528777297623,0
A000193,2025-09-30,smb,0.0484027518526286,0
A000934,2025-09-30,smb,0.0483807661274578,0
A000320,2025-09-30,mid-market,0.0482672179905141,0
A000709,2025-09-30,smb,0.0480989896468553,0
A000533,2025-09-30,smb,0.0480495947316598,0
A000244,2025-09-30,smb,0.0480061978478781,0
A001181,2025-09-30,enterprise,0.047941565620292,0
A000785,2025-09-30,mid-market,0.047759989327372,0
A001102,2025-09-30,smb,0.0477056944743693,0
A000840,2025-09-30,mid-market,0.0474340620784789,0
A000534,2025-09-30,smb,0.0474272976833455,0
A000342,2025-09-30,smb,0.0472629058938333,0
A000264,2025-09-30,smb,0.0470459239752038,0
A001197,2025-09-30,smb,0.047017423538133,0
A000805,2025-09-30,mid-market,0.0468039916941545,0
A000332,2025-09-30,smb,0.0464299865666128,0
A000215,2025-09-30,smb,0.0463434715162273,0
A001103,2025-09-30,smb,0.0462393423748603,0
A000456,2025-09-30,enterprise,0.0462191879174795,0
A000768,2025-09-30,smb,0.0462179942112659,0
A000771,2025-09-30,smb,0.0461653465688461,0
A000391,2025-09-30,smb,0.0460787027299834,0
A000526,2025-09-30,smb,0.0459371794722961,0
A000731,2025-09-30,smb,0.0457624124972952,0
A000968,2025-09-30,smb,0.0456754326201906,0
A000835,2025-09-30,mid-market,0.0455824099347767,0
A000924,2025-09-30,smb,0.0455668689312835,0
A000846,2025-09-30,smb,0.0454690760939625,0
A000943,2025-09-30,smb,0.0454019747906897,0
A000488,2025-09-30,smb,0.0452812876598935,0
A000982,2025-09-30,smb,0.0452550276086539,0
A000783,2025-09-30,mid-market,0.0452261193085155,0
A000779,2025-09-30,smb,0.0450340890173169,0
A000922,2025-09-30,smb,0.0449552163605421,0
A000522,2025-09-30,smb,0.0449527535547741,0
A000569,2025-09-30,mid-market,0.0449362547259074,0
A001019,2025-09-30,mid-market,0.0446339340723722,0
A000677,2025-09-30,mid-market,0.0445446254145394,0
A001168,2025-09-30,smb,0.0445382584164084,0
A001008,2025-09-30,smb,0.0442187909164825,0
A000471,2025-09-30,smb,0.0442140358625318,0
A000121,2025-09-30,mid-market,0.0441730718429419,1
A000686,2025-09-30,smb,0.0441025713707377,0
A000315,2025-09-30,smb,0.0440801436232602,0
A000403,2025-09-30,smb,0.0439421283643586,0
A001068,2025-09-30,smb,0.0438735175056241,0
A000349,2025-09-30,smb,0.043826237764446,0
A000950,2025-09-30,smb,0.0437316321756295,0
A000964,2025-09-30,smb,0.0436604119156219,0
A001100,2025-09-30,smb,0.0436062335327356,0
A000044,2025-09-30,mid-market,0.0434431202284252,0
A000636,2025-09-30,enterprise,0.043419754790272,0
A000441,2025-09-30,enterprise,0.0433648309251743,0
A000915,2025-09-30,smb,0.0433424500508798,0
A000226,2025-09-30,smb,0.0433247119085379,0
A001014,2025-09-30,smb,0.0431583087929612,0
A000485,2025-09-30,smb,0.0431537253814458,0
A000564,2025-09-30,smb,0.0430081135871831,0
A001039,2025-09-30,smb,0.0429462980148897,0
A000823,2025-09-30,smb,0.042929945124248,0
A000627,2025-09-30,smb,0.0428682465904559,0
A000724,2025-09-30,smb,0.0428590227155922,0
A000996,2025-09-30,smb,0.0428453217816083,0
A000578,2025-09-30,smb,0.0427134642496523,0
A000308,2025-09-30,smb,0.0426230775446751,0
A001140,2025-09-30,smb,0.0426043200660918,0
A000520,2025-09-30,mid-market,0.0423547088169071,1
A000850,2025-09-30,mid-market,0.0423365207505554,0
A000185,2025-09-30,mid-market,0.0423042583015271,0
A000998,2025-09-30,smb,0.0422445287066303,0
A000853,2025-09-30,mid-market,0.0421319492388635,0
A000872,2025-09-30,smb,0.0420989932640023,0
A000765,2025-09-30,smb,0.0420386468472947,0
A001041,2025-09-30,smb,0.0420189211100275,0
A001133,2025-09-30,smb,0.0419395367204828,0
A001066,2025-09-30,mid-market,0.0418436648140376,0
A000217,2025-09-30,smb,0.0418107271314833,0
A000256,2025-09-30,smb,0.0417836500959344,0
A000635,2025-09-30,smb,0.0417693199547279,0
A000482,2025-09-30,smb,0.0416369524110355,0
A000618,2025-09-30,mid-market,0.0416314957803424,0
A000106,2025-09-30,mid-market,0.0414731084618861,0
A000250,2025-09-30,mid-market,0.0414558480196838,0
A000885,2025-09-30,smb,0.0414452626506508,0
A000050,2025-09-30,mid-market,0.0410580672391745,0
A000231,2025-09-30,smb,0.0409865887998677,0
A000499,2025-09-30,mid-market,0.0409584986277366,0
A000607,2025-09-30,smb,0.0409544951150878,0
A000705,2025-09-30,enterprise,0.0408628221608707,0
A000565,2025-09-30,mid-market,0.040704107797341,0
A001159,2025-09-30,enterprise,0.0406597739351884,0
A000321,2025-09-30,smb,0.0405718857577461,0
A001043,2025-09-30,smb,0.0405069990550385,0
A000074,2025-09-30,smb,0.0404145515763663,0
A000617,2025-09-30,smb,0.040324326826187,0
A000543,2025-09-30,smb,0.0403122387416308,0
A000556,2025-09-30,smb,0.0403081908958598,0
A001189,2025-09-30,smb,0.0402995531876707,1
A001150,2025-09-30,smb,0.0401272808634779,0
A000382,2025-09-30,smb,0.0400607138615903,0
A000172,2025-09-30,smb,0.039987431722701,0
A000245,2025-09-30,smb,0.0399763677068864,0
A000481,2025-09-30,enterprise,0.0399598551819149,0
A000354,2025-09-30,smb,0.0399405734667811,0
A000895,2025-09-30,smb,0.0399351100140465,0
A000880,2025-09-30,mid-market,0.0399142401421638,0
A000925,2025-09-30,smb,0.0398479181049389,0
A000406,2025-09-30,mid-market,0.0398023239543504,0
A000875,2025-09-30,smb,0.0397697954098498,1
A001165,2025-09-30,smb,0.0397053329907859,0
A000750,2025-09-30,smb,0.0396918603544758,0
A000608,2025-09-30,smb,0.0396402531457036,0
A000622,2025-09-30,mid-market,0.0396067924773476,0
A001097,2025-09-30,enterprise,0.0395977511487702,0
A000356,2025-09-30,smb,0.0395834544238581,0
A000521,2025-09-30,smb,0.0393690343886697,0
A000668,2025-09-30,mid-market,0.0393513892289931,0
A000045,2025-09-30,smb,0.0392500685466831,1
A000287,2025-09-30,smb,0.0391938501003691,0
A000031,2025-09-30,enterprise,0.0391254292709441,0
A000955,2025-09-30,smb,0.0390220657572811,0
A000022,2025-09-30,mid-market,0.0390200417122255,0
A000279,2025-09-30,mid-market,0.038879762793684,0
A000787,2025-09-30,enterprise,0.0387890302518826,0
A000591,2025-09-30,smb,0.0387790743980444,0
A000995,2025-09-30,smb,0.0384731902926564,0
A001000,2025-09-30,enterprise,0.0384193667889463,0
A000991,2025-09-30,mid-market,0.0383840168899616,0
A000842,2025-09-30,smb,0.0383597707618166,0
A000897,2025-09-30,smb,0.0382129948857967,0
A001060,2025-09-30,mid-market,0.0381911360175534,0
A001044,2025-09-30,smb,0.0381625763389695,0
A000046,2025-09-30,enterprise,0.0381514838343011,0
A000594,2025-09-30,mid-market,0.0381425288462765,0
A000124,2025-09-30,enterprise,0.0380870536693964,0
A000353,2025-09-30,smb,0.0379871045198924,0
A000064,2025-09-30,enterprise,0.0379305423315835,0
A000426,2025-09-30,smb,0.0379209944379315,0
A000407,2025-09-30,mid-market,0.037792466048735,0
A000465,2025-09-30,smb,0.0376666938852076,0
A000834,2025-09-30,enterprise,0.0376373894095685,0
A000552,2025-09-30,enterprise,0.0376228070076003,0
A000270,2025-09-30,smb,0.0375132571807605,0
A000784,2025-09-30,mid-market,0.037457261147139,1
A000487,2025-09-30,smb,0.0374479687350979,0
A000706,2025-09-30,smb,0.0373451274584365,0
A000980,2025-09-30,smb,0.0373389764050217,0
A001098,2025-09-30,enterprise,0.0373359432192409,0
A000518,2025-09-30,mid-market,0.0373074957367184,0
A000948,2025-09-30,smb,0.0372666374119061,0
A000100,2025-09-30,enterprise,0.0372327551733226,0
A000241,2025-09-30,enterprise,0.0371461558408989,0
A001029,2025-09-30,smb,0.03709395988707,0
A000239,2025-09-30,smb,0.0370183903105558,0
A000439,2025-09-30,mid-market,0.0369998617490279,0
A000576,2025-09-30,smb,0.0369784622447292,0
A000442,2025-09-30,smb,0.0369780618113858,0
A000099,2025-09-30,enterprise,0.0369304460011925,0
A000083,2025-09-30,mid-market,0.0369232649145853,0
A001196,2025-09-30,smb,0.0368663849230741,0
A000274,2025-09-30,smb,0.0368323252537487,0
A000024,2025-09-30,smb,0.0367865544021516,0
A000599,2025-09-30,smb,0.036739131006515,0
A000390,2025-09-30,mid-market,0.0367000068059539,0
A001141,2025-09-30,smb,0.0365756215165676,0
A000378,2025-09-30,smb,0.03656404811009,0
A000586,2025-09-30,mid-market,0.036358139385526,0
A000483,2025-09-30,enterprise,0.0363476031549736,0
A000086,2025-09-30,mid-market,0.03633236761832,0
A000905,2025-09-30,smb,0.0362931370041836,0
A000127,2025-09-30,mid-market,0.0362463459127836,0
A000043,2025-09-30,mid-market,0.0362198901076844,0
A000729,2025-09-30,mid-market,0.0360381914673268,0
A000658,2025-09-30,smb,0.0359747914656138,0
A001153,2025-09-30,smb,0.0359449946097007,0
A000577,2025-09-30,smb,0.0358723227601461,0
A000652,2025-09-30,smb,0.0358654764373421,0
A000409,2025-09-30,smb,0.0358224448915253,0
A000890,2025-09-30,smb,0.0357731317149172,0
A000029,2025-09-30,smb,0.035658823484393,0
A000909,2025-09-30,smb,0.0355162630368882,0
A000973,2025-09-30,smb,0.0354575275437447,0
A000305,2025-09-30,enterprise,0.0354564473322374,0
A000295,2025-09-30,smb,0.0354216122634261,0
A001095,2025-09-30,smb,0.0353752567777929,0
A000503,2025-09-30,mid-market,0.0353351237659474,0
A001137,2025-09-30,smb,0.03532564628182,0
A001020,2025-09-30,smb,0.0352680615220736,0
A000176,2025-09-30,smb,0.0352074848398744,1
A000357,2025-09-30,mid-market,0.0351938349308237,0
A000573,2025-09-30,smb,0.0351058780717112,0
A000475,2025-09-30,enterprise,0.0350219418516295,0
A000744,2025-09-30,smb,0.0348517317553785,0
A000037,2025-09-30,smb,0.0347726554043617,0
A001021,2025-09-30,mid-market,0.0347620629662207,0
A000601,2025-09-30,smb,0.0347226976866193,0
A000033,2025-09-30,smb,0.0346886404551592,0
A000068,2025-09-30,smb,0.0345766492018315,0
A000146,2025-09-30,smb,0.0345436319674848,0
A000151,2025-09-30,smb,0.0345210459185631,0
A000976,2025-09-30,smb,0.0345048670948543,0
A000201,2025-09-30,mid-market,0.0344190449960539,0
A000254,2025-09-30,smb,0.0343394568061189,0
A000970,2025-09-30,smb,0.0343345443446526,0
A000223,2025-09-30,smb,0.0343288547876331,0
A000200,2025-09-30,enterprise,0.0343285235978349,0
A000262,2025-09-30,mid-market,0.0342642775368891,0
A000364,2025-09-30,smb,0.0341794956408222,0
A000434,2025-09-30,smb,0.0341357553419256,0
A000476,2025-09-30,smb,0.034025145380676,0
A001023,2025-09-30,mid-market,0.0340165333964729,0
A000137,2025-09-30,enterprise,0.0339158732261599,0
A001172,2025-09-30,mid-market,0.0338885526457341,0
A000671,2025-09-30,smb,0.0338733007715139,0
A000457,2025-09-30,smb,0.0338266103401384,0
A000990,2025-09-30,enterprise,0.0337583150438446,0
A001059,2025-09-30,mid-market,0.0337185257594473,0
A000307,2025-09-30,mid-market,0.0336751408744497,0
A000162,2025-09-30,mid-market,0.0336486397702003,0
A000867,2025-09-30,smb,0.033309468413961,0
A000343,2025-09-30,enterprise,0.03321292692822,0
A000258,2025-09-30,mid-market,0.0332008030549046,0
A000734,2025-09-30,smb,0.0329885170889479,0
A000158,2025-09-30,enterprise,0.0329398821404037,0
A001108,2025-09-30,smb,0.0328920627386932,0
A000413,2025-09-30,smb,0.0328825741686807,0
A000574,2025-09-30,smb,0.0327970035769729,0
A000372,2025-09-30,smb,0.032750447212683,0
A000723,2025-09-30,smb,0.0327474165704261,0
A000986,2025-09-30,smb,0.032744944882213,0
A001131,2025-09-30,mid-market,0.0326542815064175,0
A000026,2025-09-30,smb,0.0325824891291947,0
A000009,2025-09-30,smb,0.0325795316807678,0
A000969,2025-09-30,smb,0.0325394902803354,0
A000347,2025-09-30,smb,0.0325142713466901,0
A000450,2025-09-30,mid-market,0.0324979900377422,0
A000235,2025-09-30,mid-market,0.0323637772714984,0
A001157,2025-09-30,smb,0.0321562409251367,0
A001046,2025-09-30,mid-market,0.032123265711051,0
A000587,2025-09-30,smb,0.0321059017878478,0
A000460,2025-09-30,mid-market,0.0320182553704337,0
A000825,2025-09-30,mid-market,0.0320148113678891,0
A000174,2025-09-30,mid-market,0.0320104584281837,0
A000884,2025-09-30,smb,0.0319494047121019,0
A000769,2025-09-30,enterprise,0.0318742817594625,0
A000781,2025-09-30,mid-market,0.0318706885922467,0
A001064,2025-09-30,enterprise,0.0318196791441831,0
A000303,2025-09-30,smb,0.031795932851046,0
A000799,2025-09-30,smb,0.0317870240121467,0
A000753,2025-09-30,smb,0.0317682373368046,0
A000989,2025-09-30,enterprise,0.0317234797392516,0
A000940,2025-09-30,mid-market,0.0316999252315075,0
A000816,2025-09-30,enterprise,0.0315796039515734,0
A001163,2025-09-30,smb,0.0315497828288709,0
A000300,2025-09-30,smb,0.0315420892201526,0
A000253,2025-09-30,smb,0.0315175269725447,0
A000858,2025-09-30,mid-market,0.0314925997591977,0
A000159,2025-09-30,smb,0.0314520298557291,0
A000609,2025-09-30,smb,0.0314481825372013,0
A000420,2025-09-30,mid-market,0.0313755258264138,0
A000756,2025-09-30,enterprise,0.0312851302510631,0
A000581,2025-09-30,smb,0.0312512820405497,0
A001146,2025-09-30,mid-market,0.0312334467156782,0
A000999,2025-09-30,smb,0.03118724547509,0
A001171,2025-09-30,enterprise,0.0311802460641713,0
A000089,2025-09-30,mid-market,0.0311535010413507,0
A000399,2025-09-30,mid-market,0.0311150391031772,0
A000107,2025-09-30,mid-market,0.0310995197433113,0
A000732,2025-09-30,smb,0.0309694062212556,0
A001054,2025-09-30,smb,0.0309481463054563,0
A000073,2025-09-30,mid-market,0.0309330885755144,0
A000735,2025-09-30,smb,0.0308046612066711,0
A000001,2025-09-30,smb,0.030781583491122,0
A000923,2025-09-30,mid-market,0.0306694245828827,0
A000371,2025-09-30,mid-market,0.030653944890652,0
A000112,2025-09-30,enterprise,0.0305301287304679,0
A001199,2025-09-30,mid-market,0.0304738151743004,0
A000414,2025-09-30,mid-market,0.0304352208608329,1
A000876,2025-09-30,smb,0.0302394308585096,0
A000759,2025-09-30,smb,0.0301774670105036,0
A000186,2025-09-30,smb,0.0301153529650163,0
A000330,2025-09-30,mid-market,0.0300726825844124,0
A000214,2025-09-30,smb,0.0300558367440797,0
A000400,2025-09-30,smb,0.0300487739174091,0
A001073,2025-09-30,mid-market,0.0300365674854279,0
A000017,2025-09-30,smb,0.0298909661601869,0
A000595,2025-09-30,smb,0.0298895834040595,0
A000726,2025-09-30,mid-market,0.0298063311647701,0
A000855,2025-09-30,mid-market,0.0297942191037795,0
A001119,2025-09-30,smb,0.0295654046701908,0
A001003,2025-09-30,mid-market,0.0295498072165694,0
A001126,2025-09-30,enterprise,0.0295246445094344,0
A000489,2025-09-30,mid-market,0.029425954363154,0
A000325,2025-09-30,smb,0.0294018831563893,0
A000775,2025-09-30,smb,0.029375930543888,0
A000917,2025-09-30,mid-market,0.0293441788288462,0
A000381,2025-09-30,smb,0.0292882705454644,0
A001006,2025-09-30,smb,0.0292826232953257,0
A000361,2025-09-30,mid-market,0.0292492440581616,0
A000103,2025-09-30,smb,0.0292208070227223,0
A001169,2025-09-30,smb,0.0291450307306746,0
A000276,2025-09-30,smb,0.0290939990485814,0
A000517,2025-09-30,smb,0.0290823759705554,0
A000268,2025-09-30,smb,0.0290522360752956,0
A000612,2025-09-30,mid-market,0.0289712699637157,0
A001110,2025-09-30,smb,0.0289611058932942,0
A000066,2025-09-30,mid-market,0.0289259083502416,0
A000206,2025-09-30,smb,0.0288990577990395,0
A000690,2025-09-30,smb,0.0288821347278666,0
A000191,2025-09-30,smb,0.0288717898043692,0
A000938,2025-09-30,smb,0.0288009023365433,0
